,Text,illocution,id_illocution,nodeset_id,CA,RA,CA_premise,RA_premise,CA_conclusion,RA_conclusion,speaker,Words,Num_words,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,num care.virtue,num care.vice,num fairness.virtue,num fairness.vice,num loyalty.virtue,num loyalty.vice,num authority.virtue,num authority.vice,num sanctity.virtue,num sanctity.vice,contains_care_virtue,contains_care_vice,contains_fairness_virtue,contains_fairness_vice,contains_sanctity_virtue,contains_sanctity_vice,contains_authority_virtue,contains_authority_vice,contains_loyalty_virtue,contains_loyalty_vice,no moral foundation words,final output,final input,RA final input,RA final output,CA final input,CA final output
467,"Theo Hobson : Well this, sort of, discussion, I think it’s, you know, self-righteous to, sort of, cry hypocrisy, pretending that it’s not intrinsic to public life","Well this, sort of, discussion, I think it’s, you know, self-righteous to, sort of, cry hypocrisy, pretending that it’s not intrinsic to public life",435233,nodeset15930,0,1,0,1,0,0,Theo,"['theo', 'hobson', 'well', 'this', 'sort', 'of', 'discussion', 'I', 'think', 'it', '’', 'you', 'know', 'self', 'righteous', 'to', 'sort', 'of', 'cry', 'hypocrisy', 'pretend', 'that', 'it', '’', 'not', 'intrinsic', 'to', 'public', 'life']",29,,,,hypocrisy,,,,,righteous,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
468,Theo Hobson : there’s always going to be an element of it,there’s always going to be an element of it,435237,nodeset15930,0,1,0,0,0,1,Theo,"['theo', 'hobson', 'there', '’', 's', 'always', 'go', 'to', 'be', 'an', 'element', 'of', 'it']",13,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
469,"Melanie Phillips : You seem to be taking the view that…perhaps I’m wrong, but that nothing is that actually morally important","Theo Hobson seem to be taking the view that…perhaps Melanie Phillips is wrong, but that nothing is that actually morally important",435241,nodeset15930,0,1,0,1,0,0,Melanie,"['melanie', 'phillips', 'you', 'seem', 'to', 'be', 'take', 'the', 'view', 'that', '…', 'perhaps', 'I', '’', 'm', 'wrong', 'but', 'that', 'nothing', 'be', 'that', 'actually', 'morally', 'important']",24,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
470,"Melanie Phillips : That everything is, sort of, redeemable","Theo Hobson seems to hold the view that everything is, sort of, redeemable",435245,nodeset15930,0,1,0,1,0,1,Melanie,"['melanie', 'phillip', 'that', 'everything', 'be', 'sort', 'of', 'redeemable']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
471,Melanie Phillips : That nothing is such a tremendous problem,That nothing is such a tremendous problem,435252,nodeset15930,0,1,0,0,0,1,Melanie,"['melanie', 'phillip', 'that', 'nothing', 'be', 'such', 'a', 'tremendous', 'problem']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
472,Melanie Phillips : that’s a remarkable point of view you have,that’s a remarkable point of view you have,435259,nodeset15930,0,1,0,1,0,0,Melanie,"['melanie', 'phillip', 'that', '’', 'a', 'remarkable', 'point', 'of', 'view', 'you', 'have']",11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
473,Melanie Phillips : It’s a real get out of jail free card for every kind of behaviour,It’s a real get out of jail free card for every kind of behaviour,435264,nodeset15930,1,0,1,0,0,1,Melanie,"['melanie', 'phillips', 'it', '’', 'a', 'real', 'get', 'out', 'of', 'jail', 'free', 'card', 'for', 'every', 'kind', 'of', 'behaviour']",17,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
474,"Theo Hobson : Well, no, you…the law must be upheld, especially by public servants","Well, no, you…the law must be upheld, especially by public servants",435271,nodeset15930,1,0,0,0,1,0,Theo,"['theo', 'hobson', 'well', 'no', 'you', '…', 'the', 'law', 'must', 'be', 'uphold', 'especially', 'by', 'public', 'servant']",15,,,law,,,,servant,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
475,"Theo Hobson : in moral terms, I don’t think we need to get all, sort of, excited about small infractions of the law","in moral terms, I don’t think we need to get all, sort of, excited about small infractions of the law",435278,nodeset15930,0,0,0,0,0,0,Theo,"['theo', 'hobson', 'in', 'moral', 'term', 'I', 'do', 'not', 'think', 'we', 'need', 'to', 'get', 'all', 'sort', 'of', 'excited', 'about', 'small', 'infraction', 'of', 'the', 'law']",23,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,Melanie Phillips : They should be consistent in what they do and what they preach,They should be consistent in what they do and what they preach,435282,nodeset15930,0,1,0,0,0,1,Melanie,"['melanie', 'phillips', 'they', 'should', 'be', 'consistent', 'in', 'what', 'they', 'do', 'and', 'what', 'they', 'preach']",14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
477,"Michael Buerk : Theo Hobson, thank you very much indeed","Theo Hobson, thank you very much indeed",435307,nodeset15931,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'theo', 'hobson', 'thank', 'you', 'very', 'much', 'indeed']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
478,Michael Buerk : Well we’ve been on a real route march through this particular story,Well we’ve been on a real route march through this particular story,435311,nodeset15931,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'well', 'we', '’', 've', 'be', 'on', 'a', 'real', 'route', 'march', 'through', 'this', 'particular', 'story']",16,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
479,Michael Buerk : harped on a lot – and quite right too – about hypocrisy,harped on a lot – and quite right too – about hypocrisy,435315,nodeset15931,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'harp', 'on', 'a', 'lot', '–', 'and', 'quite', 'right', 'too', '–', 'about', 'hypocrisy']",14,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
480,"Michael Buerk : our first witness, Paul Staines, apart from his confessions, which we can hold against him, I mean, he…even he in term said, lawmakers can’t be lawbreakers and that’s your central point, isn’t it, Tim","our first witness, Paul Staines, apart from his confessions, which we can hold against him, I mean, he…even he in term said, lawmakers can’t be lawbreakers and that’s his central point",435319,nodeset15931,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'our', 'first', 'witness', 'paul', 'staine', 'apart', 'from', 'his', 'confession', 'which', 'we', 'can', 'hold', 'against', 'he', 'I', 'mean', 'he', '…', 'even', 'he', 'in', 'term', 'say', 'lawmaker', 'can', 'not', 'be', 'lawbreaker', 'and', 'that', '’', 'your', 'central', 'point', 'be', 'not', 'it', 'tim']",41,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
481,"Tim Stanley : the problem with Paul’s argument is he said at one point, imagine if sugar were illegal, then it obviously would be cruel to throw somebody in prison for using sugar","the problem with Paul’s argument is he said at one point, imagine if sugar were illegal, then it obviously would be cruel to throw somebody in prison for using sugar",435326,nodeset15931,0,1,0,1,0,0,Tim,"['tim', 'stanley', 'the', 'problem', 'with', 'paul', '’', 's', 'argument', 'be', 'he', 'say', 'at', 'one', 'point', 'imagine', 'if', 'sugar', 'be', 'illegal', 'then', 'it', 'obviously', 'would', 'be', 'cruel', 'to', 'throw', 'somebody', 'in', 'prison', 'for', 'use', 'sugar']",34,,cruel,,,,,,illegal,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
482,Tim Stanley : the point is that drugs are illegal,the point is that drugs are illegal,435331,nodeset15931,0,1,0,0,0,1,Tim,"['tim', 'stanley', 'the', 'point', 'be', 'that', 'drug', 'be', 'illegal']",9,,,,,,,,illegal,,drug,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0
483,Tim Stanley : that is what creates the context for potential human harm,that is what creates the context for potential human harm,435335,nodeset15931,0,1,0,1,0,0,Tim,"['tim', 'stanley', 'that', 'be', 'what', 'create', 'the', 'context', 'for', 'potential', 'human', 'harm']",12,,harm,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
484,"Tim Stanley : now you could say, change the law","now you could say, change the law",435339,nodeset15931,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'now', 'you', 'could', 'say', 'change', 'the', 'law']",9,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Tim Stanley : Fair enough,Fair enough,435343,nodeset15931,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'fair', 'enough']",4,,,fair,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Tim Stanley : the law is what it is,the law is what it is,435347,nodeset15931,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'the', 'law', 'be', 'what', 'it', 'be']",8,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,"Tim Stanley : right now if you take the Class A drug, you are taking part in a chain of human misery, whether you like it or not","right now if you take the Class A drug, you are taking part in a chain of human misery, whether you like it or not",435354,nodeset15931,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'right', 'now', 'if', 'you', 'take', 'the', 'class', 'a', 'drug', 'you', 'be', 'take', 'part', 'in', 'a', 'chain', 'of', 'human', 'misery', 'whether', 'you', 'like', 'it', 'or', 'not']",27,,,,,,,,,,drug,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
488,Tim Stanley : you can’t escape from that,you can’t escape from that,435362,nodeset15931,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'you', 'can', 'not', 'escape', 'from', 'that']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
489,Tim Stanley : The key question is harm done,The key question is harm done,435367,nodeset15931,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'the', 'key', 'question', 'be', 'harm', 'do']",8,,harm,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,"Tim Stanley : depending on the particular infraction being committed, I would argue that’s actually greater than the issue of hypocrisy","depending on the particular infraction being committed, I would argue that’s actually greater than the issue of hypocrisy",435371,nodeset15931,0,1,0,1,0,0,Tim,"['tim', 'stanley', 'depend', 'on', 'the', 'particular', 'infraction', 'be', 'commit', 'I', 'would', 'argue', 'that', '’', 'actually', 'great', 'than', 'the', 'issue', 'of', 'hypocrisy']",21,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
491,"Tim Stanley : In an odd way, actually if one thing’s emerged from this debate I’m starting to think is the hypocrisy might actually be useful to us","In an odd way, actually if one thing’s emerged from this debate I’m starting to think is the hypocrisy might actually be useful to us",435375,nodeset15931,0,1,0,1,0,1,Tim,"['tim', 'stanley', 'in', 'an', 'odd', 'way', 'actually', 'if', 'one', 'thing', '’', 's', 'emerge', 'from', 'this', 'debate', 'I', '’', 'm', 'start', 'to', 'think', 'be', 'the', 'hypocrisy', 'might', 'actually', 'be', 'useful', 'to', 'we']",31,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
492,"Tim Stanley : if we were to simply – like Paul – rewrite all the laws so that we could live honestly, we might have no law whatsoever","if we were to simply – like Paul – rewrite all the laws so that we could live honestly, we might have no law whatsoever",435382,nodeset15931,0,1,0,0,0,1,Tim,"['tim', 'stanley', 'if', 'we', 'be', 'to', 'simply', '–', 'like', 'paul', '–', 'rewrite', 'all', 'the', 'law', 'so', 'that', 'we', 'could', 'live', 'honestly', 'we', 'might', 'have', 'no', 'law', 'whatsoever']",27,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
493,Giles Fraser : That’s right,"if we were to simply – like Paul – rewrite all the laws so that we could live honestly, we might have no law whatsoever",435382,nodeset15931,0,1,0,0,0,1,Giles,"['gile', 'fraser', 'that', '’', 'right']",5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
494,"Michael Buerk : Kehinde, you were demurring","Kehinde, you were demurring",435393,nodeset15931,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'kehinde', 'you', 'be', 'demur']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
495,Kehinde Andrews : some laws are unjust,some laws are unjust,435398,nodeset15931,0,1,0,1,0,0,Kehinde,"['kehinde', 'andrews', 'some', 'law', 'be', 'unjust']",6,,,law,unjust,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
496,Kehinde Andrews : there’s plenty things that we do which cause harm which aren’t illegal,there’s plenty things that we do which cause harm which aren’t illegal,435402,nodeset15931,0,1,0,1,0,1,Kehinde,"['kehinde', 'andrews', 'there', '’', 'plenty', 'thing', 'that', 'we', 'do', 'which', 'cause', 'harm', 'which', 'be', 'not', 'illegal']",16,,harm,,,,,,illegal,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
497,"Kehinde Andrews : for example, buying clothes from a sweatshop has a whole chain of harm","for example, buying clothes from a sweatshop has a whole chain of harm",435406,nodeset15931,0,1,0,0,0,1,Kehinde,"['kehinde', 'andrews', 'for', 'example', 'buy', 'clothe', 'from', 'a', 'sweatshop', 'have', 'a', 'whole', 'chain', 'of', 'harm']",15,clothe,harm,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
498,Kehinde Andrews : we can’t just base it on the law,we can’t just base it on the law,435416,nodeset15931,0,1,0,1,0,0,Kehinde,"['kehinde', 'andrews', 'we', 'can', 'not', 'just', 'base', 'it', 'on', 'the', 'law']",11,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
499,Kehinde Andrews : that gets us down a tricky path,that gets us down a tricky path,435423,nodeset15931,0,1,0,0,0,1,Kehinde,"['kehinde', 'andrews', 'that', 'get', 'we', 'down', 'a', 'tricky', 'path']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
500,"Michael Buerk : Giles, you were…you came up with your line about best to have high standards and fail to meet them than low standards and keep to them","Giles, you were…you came up with your line about best to have high standards and fail to meet them than low standards and keep to them",435430,nodeset15931,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'gile', 'you', 'be', '…', 'you', 'come', 'up', 'with', 'your', 'line', 'about', 'good', 'to', 'have', 'high', 'standard', 'and', 'fail', 'to', 'meet', 'they', 'than', 'low', 'standard', 'and', 'keep', 'to', 'they']",30,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
501,"Michael Buerk : you had a rather more profound point, I though","you had a rather more profound point, I though",435435,nodeset15931,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'you', 'have', 'a', 'rather', 'more', 'profound', 'point', 'I', 'though']",11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
502,Giles Fraser : Oh really,Oh really,435440,nodeset15931,0,0,0,0,0,0,Giles,"['gile', 'fraser', 'oh', 'really']",4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
503,Tim Stanley : Do tell,Do tell,435445,nodeset15931,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'do', 'tell']",4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
504,Michael Buerk : it’s not often I say that,it’s not often I say that,435450,nodeset15931,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'it', '’', 'not', 'often', 'I', 'say', 'that']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
505,"Michael Buerk : You accused our first witness, Paul Staines, of designing his morality to fit his own preferences","Giles Fraser accused our first witness, Paul Staines, of designing his morality to fit his own preferences",435455,nodeset15931,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'you', 'accuse', 'our', 'first', 'witness', 'paul', 'staine', 'of', 'design', 'his', 'morality', 'to', 'fit', 'his', 'own', 'preference']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
506,Michael Buerk : What do you mean by that,Giles Fraser means xxx by accusing Paul Staines of designing his morality to fit his own preferences,435460,nodeset15931,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'what', 'do', 'you', 'mean', 'by', 'that']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
507,Giles Fraser : it’s not fair ‘cause I…I don’t know him well enough and so forth,it’s not fair ‘cause I…Giles Fraser doesn’t know him well enough and so forth,435465,nodeset15931,0,0,0,0,0,0,Giles,"['gile', 'fraser', 'it', '’', 'not', 'fair', 'cause', 'I', '…', 'I', 'do', 'not', 'know', 'he', 'well', 'enough', 'and', 'so', 'forth']",19,,,fair,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Michael Buerk : He doesn’t pay the licence fee,Paul Staines doesn’t pay the licence fee,435472,nodeset15931,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'he', 'do', 'not', 'pay', 'the', 'licence', 'fee']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
509,Michael Buerk : He’s free game,Paul Staines is free game,435477,nodeset15931,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'he', '’', 'free', 'game']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
510,Giles Fraser : I don’t know,I don’t know,106554,nodeset15931,0,0,0,0,0,0,Giles,"['gile', 'fraser', 'I', 'do', 'not', 'know']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
511,Giles Fraser : Yes,yes,23880,nodeset15931,0,0,0,0,0,0,Giles,"['gile', 'fraser', 'yes']",3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
512,Giles Fraser : imagine this sort of a person,imagine this sort of a person,435489,nodeset15931,0,0,0,0,0,0,Giles,"['gile', 'fraser', 'imagine', 'this', 'sort', 'of', 'a', 'person']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
513,"Giles Fraser : This person has certain sort of moral proclivities and then designs their…like, a suit, designs their morality fitted","This person has certain sort of moral proclivities and then designs their…like, a suit, designs their morality fitted",435494,nodeset15931,0,1,0,0,0,1,Giles,"['gile', 'fraser', 'this', 'person', 'have', 'certain', 'sort', 'of', 'moral', 'proclivity', 'and', 'then', 'design', 'their', '…', 'like', 'a', 'suit', 'design', 'their', 'morality', 'fit']",22,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
514,Giles Fraser : Now there can never be a hypocrite,Now there can never be a hypocrite,435498,nodeset15931,0,1,0,1,0,0,Giles,"['gile', 'fraser', 'now', 'there', 'can', 'never', 'be', 'a', 'hypocrite']",9,,,,hypocrite,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
515,"Giles Fraser : the one thing that Paul Staines was not was a hypocrite, okay","the one thing that Paul Staines was not was a hypocrite, okay",435504,nodeset15931,0,1,0,0,0,1,Giles,"['gile', 'fraser', 'the', 'one', 'thing', 'that', 'paul', 'staine', 'be', 'not', 'be', 'a', 'hypocrite', 'okay']",14,,,,hypocrite,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
516,"Giles Fraser : even when he was a hypocrite with his children, he said he was a hypocrite","even when Paul Staines was a hypocrite with his children, he said he was a hypocrite",435509,nodeset15931,0,1,0,0,0,1,Giles,"['gile', 'fraser', 'even', 'when', 'he', 'be', 'a', 'hypocrite', 'with', 'his', 'child', 'he', 'say', 'he', 'be', 'a', 'hypocrite']",17,child,,,hypocrite,,,,,,,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
517,Giles Fraser : He was an honest hypocrite,Paul Staines was an honest hypocrite,435516,nodeset15931,0,1,0,1,0,0,Giles,"['gile', 'fraser', 'he', 'be', 'an', 'honest', 'hypocrite']",7,,,honest,hypocrite,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
518,"Giles Fraser : the thing is, it was almost…you just felt that there wasn’t enough hypocrisy in him","the thing is, it was almost…you just felt that there wasn’t enough hypocrisy in Paul Staines",435523,nodeset15931,0,1,0,1,0,0,Giles,"['gile', 'fraser', 'the', 'thing', 'be', 'it', 'be', 'almost', '…', 'you', 'just', 'feel', 'that', 'there', 'be', 'not', 'enough', 'hypocrisy', 'in', 'he']",20,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
519,Giles Fraser : There wasn’t enough honesty about the gap between what he proclaims and who he is,There wasn’t enough honesty about the gap between what Paul Staines proclaims and who he is,435528,nodeset15931,0,1,0,0,0,1,Giles,"['gile', 'fraser', 'there', 'be', 'not', 'enough', 'honesty', 'about', 'the', 'gap', 'between', 'what', 'he', 'proclaim', 'and', 'who', 'he', 'be']",18,,,honesty,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
520,Giles Fraser : most of us live with that tension,most of us live with that tension,435533,nodeset15931,0,1,0,1,0,1,Giles,"['gile', 'fraser', 'most', 'of', 'we', 'live', 'with', 'that', 'tension']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
521,Giles Fraser : I actually get suspicious when there isn’t a gap between what someone says about who they are and actually who they are,Giles Fraser actually gets suspicious when there isn’t a gap between what someone says about who they are and actually who they are,435542,nodeset15931,0,1,0,1,0,0,Giles,"['gile', 'fraser', 'I', 'actually', 'get', 'suspicious', 'when', 'there', 'be', 'not', 'a', 'gap', 'between', 'what', 'someone', 'say', 'about', 'who', 'they', 'be', 'and', 'actually', 'who', 'they', 'be']",25,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
522,Giles Fraser : it was all too neat for me,it was all too neat for Giles Fraser,435555,nodeset15931,0,1,0,0,0,1,Giles,"['gile', 'fraser', 'it', 'be', 'all', 'too', 'neat', 'for', 'I']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
523,"Michael Buerk : Melanie, I didn’t think you were amused","Melanie, Michael Buerk didn’t think you were amused",435558,nodeset15931,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'melanie', 'I', 'do', 'not', 'think', 'you', 'be', 'amuse']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
524,"Melanie Phillips : he had no sense of the harm…as Tim has said, that, sort of, chain of harm that is done to others","Paul Staines had no sense of the harm…as Tim has said, that, sort of, chain of harm that is done to others",435563,nodeset15931,0,1,0,1,0,0,Melanie,"['melanie', 'phillips', 'he', 'have', 'no', 'sense', 'of', 'the', 'harm', '…', 'as', 'tim', 'have', 'say', 'that', 'sort', 'of', 'chain', 'of', 'harm', 'that', 'be', 'do', 'to', 'other']",25,,harm,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
525,"Melanie Phillips : His analogy with sugar just, sort of, revealed that","Paul Staines' analogy with sugar just, sort of, revealed that",435568,nodeset15931,0,1,0,0,0,1,Melanie,"['melanie', 'phillip', 'his', 'analogy', 'with', 'sugar', 'just', 'sort', 'of', 'reveal', 'that']",11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
526,Melanie Phillips : There’s nothing morally wrong in following your own proclivities,There’s nothing morally wrong in following your own proclivities,435575,nodeset15931,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'there', '’', 'nothing', 'morally', 'wrong', 'in', 'follow', 'your', 'own', 'proclivity']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
527,Melanie Phillips : Really,Really,435579,nodeset15931,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'really']",3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
528,"Melanie Phillips : If they harm other people, nothing morally wrong…this is the, kind of, nihilism","If they harm other people, nothing morally wrong…this is the, kind of, nihilism",435586,nodeset15931,0,0,0,0,0,0,Melanie,"['melanie', 'phillip', 'if', 'they', 'harm', 'other', 'people', 'nothing', 'morally', 'wrong', '…', 'this', 'be', 'the', 'kind', 'of', 'nihilism']",17,,harm,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,"Melanie Phillips : It’s a, kind of, moral nihilism","It’s a, kind of, moral nihilism",435591,nodeset15931,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'it', '’', 'a', 'kind', 'of', 'moral', 'nihilism']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
530,"Melanie Phillips : to my…in my way of thinking…I mean, I don’t like hypocrisy","to Melanie Phillips…in her way of thinking…I mean, she doesn’t like hypocrisy",435598,nodeset15931,0,1,0,1,0,0,Melanie,"['melanie', 'phillip', 'to', 'my', '…', 'in', 'my', 'way', 'of', 'thinking', '…', 'I', 'mean', 'I', 'do', 'not', 'like', 'hypocrisy']",18,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
